2.10507 0.536905
2.1294 0.0378836
2.14608 0.0306289
2.1596 0.0455216
2.17338 0.0515195
2.18719 0.0637763
2.20249 0.0898661
2.21592 0.0944087
2.23062 0.116043
2.24418 0.122216
2.25947 0.146553
2.27271 0.129812
2.28612 0.132508
2.29883 0.12651
2.31456 0.154481
2.33087 0.162066
2.34727 0.163095
2.36082 0.140191
2.37422 0.137496
2.38853 0.146017
2.402 0.140242
2.41648 0.147184
2.43009 0.141112
2.44441 0.150349
2.45803 0.14071
2.47322 0.156284
2.48653 0.141997
2.50162 0.160755
2.51641 0.158005
2.52971 0.145612
2.5445 0.158812
2.55939 0.160103
2.57534 0.174091
2.58819 0.142499
2.60188 0.137532
2.61719 0.156891
2.63363 0.159017
2.64888 0.143801
2.66178 0.124063
2.6751 0.126058
2.68859 0.12813
2.70152 0.124801
2.71565 0.136042
2.73074 0.1465
2.74848 0.170139
2.7639 0.14866
2.77834 0.135695
2.79223 0.148431
2.80823 0.174997
2.82387 0.170491
2.83902 0.149601
2.85351 0.132944
2.86775 0.127953
2.88176 0.122809
2.89536 0.108704
2.90886 0.109489
2.92505 0.128686
2.94111 0.128908
2.95439 0.106644
2.96854 0.119116
2.98385 0.130237
2.99739 0.111728
3.01343 0.124758
3.02692 0.10844
3.04279 0.124488
3.05894 0.127803
3.07233 0.108642
3.08596 0.109547
3.10243 0.131364
3.11573 0.105654
3.12943 0.11141
3.14369 0.115882
3.1575 0.112586
3.17334 0.127327
3.18634 0.108375
3.19952 0.109712
3.2134 0.11592
3.22784 0.12072
3.2411 0.111982
3.25443 0.112558
3.27114 0.138905
3.28455 0.113574
3.29908 0.123702
3.31355 0.123484
3.32722 0.116413
3.34031 0.113712
3.35583 0.132523
3.37042 0.127149
3.38413 0.121321
3.40145 0.149057
3.4173 0.139653
3.43287 0.137664
3.4462 0.121193
3.45989 0.122016
3.47387 0.125621
3.48829 0.130155
3.50604 0.159708
3.52068 0.135647
3.53471 0.128794
3.551 0.148182
3.564 0.126167
3.57989 0.150557
3.59443 0.138917
3.60928 0.140195
3.62279 0.131133
3.64174 0.183088
3.65633 0.142581
3.67297 0.145151
3.68723 0.130388
3.70154 0.145818
3.71529 0.158759
3.7309 0.192388
3.74642 0.189419
3.75951 0.153804
3.77713 0.184216
3.79218 0.155999
3.80946 0.158672
3.82384 0.140409
3.83735 0.125984
3.8512 0.123631
3.8658 0.124055
